index,linkPoster,name,role,time,content,content_img,react_list,comment
189,No link,Người tham gia ẩn danh,Thành viên,4 tháng 11 lúc 10:56,cho em hỏi triết học mác-lê nin nên học thầy cô nào đây ạ,No picture,"{'Thích': '2', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Nguyễn Thị Lan Vy', 'content': 'Thầy Thành ạ'}, {'name': 'Arất Hoài', 'content': 'Nguyễn Thị Lan Vy uk'}, {'name': 'Nguyễn Thị Lan Vy', 'content': 'Arất Hoài bước đi ngủ lẹ lên'}, {'name': 'Thảo Hiếu', 'content': 'Cô Phượng'}, {'name': 'Diễmm Hậuu', 'content': 'Thảo Hiếu cô chuyển công tác gòi'}, {'name': 'Người tham gia ẩn danh 391', 'content': 'Học thầy Tâm'}, {'name': 'Nguyễn Thu Huyền', 'content': 'Thầy Thành nhâ'}, {'name': 'Arất Hoài', 'content': 'Thầy thành bao zuii'}, {'name': 'Phạm Thị Yến Vy', 'content': 'Cô Maiiii Thanhhhhh'}, {'name': 'Thảo Nguyên', 'content': 'Thầy thành nha'}, {'name': 'Dương Thanh Nhã', 'content': 'Học cô Mai Thanh nkaaa'}, {'name': 'Thúy Hằng', 'content': 'Huu Han học ai'}, {'name': 'Huu Han', 'content': 'Thúy Hằng thầy hoan'}, {'name': 'Mỹ Linh', 'content': 'Nguyễn Thị Thanh Tiên rcm lẹ'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Mỹ Linh rcm đi ạaa'}]"
190,No link,Người tham gia ẩn danh,Thành viên,4 tháng 11 lúc 09:09,"ting ting đi trường ơi em sắp đói tới chết ròi 
Đang cố gồng gánh khoảng tiền nhà và tiền điện của lũ bạn chung phòng sài.
Mọi người có cách nào k ạ chứ tháng cứ 200k 300k tiền điện muốn dọn đi mà mất tiền cọc 
SOS ",No picture,"{'Thích': '10', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '7', 'Wow': 0, 'Buồn': '3', 'Phẫn nộ': 0}","[{'name': 'Quỳnh Lê', 'content': 'Nhả vía tháng 900k tiềm điện cho mn'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Quỳnh Lê 1tr/4ng đây ạ'}, {'name': 'Quỳnh Lê', 'content': 'Người tham gia ẩn danh 900k 1 ng đây'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Quỳnh Lê oãi chưởng bằng tháng tiền trọ luôn á tr xin tips trả nỗi 900k tiền điện'}, {'name': 'Ngô Phạm Diệu Ny', 'content': 'Chuyển trọ đi em'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Ngô Phạm Diệu Ny em còn đồ chung với tiền cọc á chị'}, {'name': 'Ngô Phạm Diệu Ny', 'content': 'Người tham gia ẩn danh đồ chung chia 1:1, tiền cọc nhắm dưới 1tr thì bỏ em, đợt chị cũng ở ghép mà tiền điện tận 200k 250k ra ở riêng xuống 100k'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Ngô Phạm Diệu Ny em vừa mua tủ lạnh đồ dùng bếp còn cọc 1tr2 luôn ạ'}, {'name': 'Manh Dinh', 'content': 'Nhả vía tiền điện 2tr2 chia 3'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Manh Dinh mấy tr hợp này e xin mạnh dạng từ chối'}, {'name': 'Nguyễn Duy Đăng', 'content': 'Thành tâm nhả vía tháng 350k điện'}, {'name': 'Yến Nhi', 'content': 'Nguyễn Duy Đăng cần nhả vía 620k tiền điện không'}, {'name': 'Nghi Anh', 'content': 'Dương Huyền Thục ta phải chuyển thôi m nả'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Tháng này có ai bị lên tiền điện k ạ. Phải em nghĩ sai bạn e k chứ e thấy bạn e nó chong đèn học đèn phòng từ chiều đến khuya để bấm điện thoại'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả baog có tiền trợ cấp v ạ'}, {'name': 'Nguyễn Thị Lý', 'content': 'Quỳnh Như tháng 500k tiền điện'}, {'name': 'Yves Tdao', 'content': 'Gần Tết mới có lận em ơi'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Đôi lời gửi tới mấy bạn ở trọ cùng ai đọc được tus này là thông điệp gửi tới cho mấy bạn đó. SỐNG CHUNG THÌ HÃY SỐNG TIẾT KIỆM VÌ NGƯỜI KHÁC NỮA NHÉ'}]"
191,No link,Người tham gia ẩn danh,Thành viên,3 tháng 11 lúc 23:19,Môn đăng hộ đối trong tình yêu là gì,No picture,"{'Thích': '2', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '1', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
192,No link,Người tham gia ẩn danh,Thành viên,2 tháng 11 lúc 21:15,những môn này học ai ok ạ,{0: 'https://scontent.fdad3-5.fna.fbcdn.net/v/t39.30808-6/465245166_590682533394976_9079019577588303362_n.png?stp=dst-png_p180x540&_nc_cat=102&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeH_XJ6sE3OkSsruGSoaAgSpt-STlBxYJRS35JOUHFglFGT71I6MBdeUeO-QNr5EE6kBmko3urMwAvkQLp-BXSn5&_nc_ohc=zgNkmKWgM3MQ7kNvgEW5dsA&_nc_zt=23&_nc_ht=scontent.fdad3-5.fna&_nc_gid=AcCHBThZvGgCtPc_QrWqLNi&oh=00_AYBHJI10BWBZssNQ4GsuTfIDOkirEWycZWBaJtODao306w&oe=673F9588'},"{'Thích': '2', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Ngân Võ', 'content': 'Cơ sở văn hoá học cô Sa nè'}, {'name': 'Phuong Thao', 'content': 'Nguyễn Thanh Trúc chỉ em kìa'}]"
193,No link,Người tham gia ẩn danh,Thành viên,2 tháng 11 lúc 20:23,"Em là tsv nên chưa biết cách đóng học phí qua BIDV, anh chị nào hướng dẫn giúp e với dc kh ạ ",No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
194,No link,Người tham gia ẩn danh,Thành viên,2 tháng 11 lúc 13:31,cần pass lại macbook m3 Pro mới dùng 2 tháng,"{0: 'https://scontent.fdad3-5.fna.fbcdn.net/v/t39.30808-6/465612613_2021919654944547_2106001435703472046_n.jpg?stp=dst-jpg_s600x600&_nc_cat=106&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeGKbz55vWQJmKMxuAhvK2V3smjV3a_ppmKyaNXdr-mmYotUR4dFUC8uglks-_qz8g8e4cT7HDHLfKV7hvM1LWJ-&_nc_ohc=f9Y0jU7MA54Q7kNvgFVRGAZ&_nc_zt=23&_nc_ht=scontent.fdad3-5.fna&_nc_gid=AFQ1z6Did9mRNTfZEYznIuo&oh=00_AYADkFJobHvWwJ8TKhPNHmF30NDYrUdybamCkqmvmNpiHQ&oe=673F99F4', 1: 'https://scontent.fdad3-5.fna.fbcdn.net/v/t39.30808-6/465576541_2021919741611205_9184200321546709084_n.jpg?stp=dst-jpg_s600x600&_nc_cat=107&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeFUCtGAhKwZZ0XdDeX3ASVTfISWmcYfJKB8hJaZxh8koKAT2oy2QBVQRuSTsLJnDhHfS_U9Rpr0SQ8UXNpb_Boj&_nc_ohc=IIb7CeuR3VoQ7kNvgHYBirn&_nc_zt=23&_nc_ht=scontent.fdad3-5.fna&_nc_gid=AFQ1z6Did9mRNTfZEYznIuo&oh=00_AYA51nXng7lGmSpUL3C7T69ZfjelaZSmQ5vqV4ex-zX0Lw&oe=673FA99F', 2: 'https://scontent.fdad3-5.fna.fbcdn.net/v/t39.30808-6/465609783_2021919804944532_5438647429218403629_n.jpg?stp=dst-jpg_s600x600&_nc_cat=106&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeFV3rLUF0uBcHOf943GVjvhm4G46TOKx6ibgbjpM4rHqFfCGHOyhvKeN9SDCQd66lAV3IAlJx8kzdirtN5T6Sf9&_nc_ohc=88cleJWcAIQQ7kNvgGY55So&_nc_zt=23&_nc_ht=scontent.fdad3-5.fna&_nc_gid=AFQ1z6Did9mRNTfZEYznIuo&oh=00_AYCSbNMSigWAZIj69WqHPITxCJ_fdc2B0oHoa2i47nynjQ&oe=673FB131', 3: 'https://scontent.fdad3-4.fna.fbcdn.net/v/t39.30808-6/465558387_2021919724944540_2521757908937450543_n.jpg?stp=dst-jpg_s600x600&_nc_cat=100&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeFZbdp6sUlw4PpMRvMi6j6BMoMLp3EHI28ygwuncQcjbysVXp_gGe5Jk0KrmCCB_ApF0rT1WlQU4ITe3CnAJTzx&_nc_ohc=lv-lfrYARmUQ7kNvgHGicjS&_nc_zt=23&_nc_ht=scontent.fdad3-4.fna&_nc_gid=AFQ1z6Did9mRNTfZEYznIuo&oh=00_AYDqXR87boJjIo5B-FABRC3tFYgpgBZvjEsY3KZEp7a3GQ&oe=673F9EDF'}","{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
195,No link,Người tham gia ẩn danh,Thành viên,2 tháng 11 lúc 11:52,"Anh yêu em tối anh chở đi biển làm ly nước mía nha, xong em theo thằng có kinh tế",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '9', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
196,No link,Người tham gia ẩn danh,Thành viên,2 tháng 11 lúc 09:58,Mng có ai biết cô Phạm Thị Ngọc Diệu k ạ? Có thể cho em xin phương thức liên lạc của cô để em trao đổi 1 vài vấn đề với ạ ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
197,No link,Người tham gia ẩn danh,Thành viên,2 tháng 11 lúc 09:28,mình buồn quá ai chửi mình cho mình vui di :((((,No picture,"{'Thích': '3', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '4', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
198,No link,Người tham gia ẩn danh,Thành viên,2 tháng 11 lúc 09:28,"Cần tìm 1 một bạn nữ gần trường. Lên xe a đèo đi dạo ĐN + ún trà tắc,.bla bla..... rồi về lại cho khuây khỏa. 
 Gần trường để thuận đường về nhà. Do a ở sát trường.",No picture,"{'Thích': '7', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '10', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'My Le', 'content': 'Trần Thu Trang bạn này ứng tuyển anh ơi'}, {'name': 'Trần Thu Trang', 'content': 'Bạn My Le kh dc bình thường mn thông cãm ạ'}, {'name': 'Trịnh Oanh', 'content': 'Phương Huyền kìa rủ anh đi xem phim'}, {'name': 'Phương Huyền', 'content': 'Trịnh Oanh anh nứ rủ t đi t đi liền'}, {'name': 'Quỳnh Lê', 'content': 'Võ Tá Đại tìm địa chỉ nhà anh này cho t'}]"
199,No link,Người tham gia ẩn danh,Thành viên,2 tháng 11 lúc 09:27,Rồi sao trong giờ học người ta bật loa hát um xùm vậy?,No picture,"{'Thích': '4', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': '3', 'Phẫn nộ': 0}",No comment
200,No link,Người tham gia ẩn danh,Thành viên,2 tháng 11 lúc 09:27,"Dạ chuyện là sao một số bạn nữ trường mình thích khoác tay ng lạ dữ luôn Á ( bồ mình đang đi bth, thì từ đâu bạn nữ lại khoác tay Bồ mình như ruồi, rồi bạn bỏ tay ra chạy lại đám bạn của bạn cười nói gì đó vui vẻ. Bồ mình thì khó chịu vô cùng) rồi làm vậy chi hả bạn nữ đó ơi",No picture,"{'Thích': '20', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '31', 'Wow': 0, 'Buồn': '7', 'Phẫn nộ': 0}","[{'name': 'Thiếu Juh', 'content': 'Trường hợp này thì chịu:))'}, {'name': 'Nhi Eira', 'content': 'Thiếu Juh hết cứu'}, {'name': 'XT Bảo Uyên', 'content': 'Bùi Nhung m à'}, {'name': 'Bùi Nhung', 'content': 'XT Bảo Uyên gớ ren bt hay v'}, {'name': 'Quốc Đạt', 'content': 'Hồng Linhh tự nhiên mang tiếng ha chị'}, {'name': 'Hồng Linhh', 'content': 'Quốc Đạt đã làm gì đâu mà mang tiếng'}, {'name': 'Nguyễn Gia Huy', 'content': 'Hết cứu :))'}, {'name': 'Mỹ Kha', 'content': 'Trân Linh còn nhiều đứa lạ hơn mình gặp hỉ'}, {'name': 'Khiêm Phạm', 'content': 'Nguyễn Hoàng Giáp trường hợp này xử lí như nào đây cán bộ'}, {'name': 'Nt Hue', 'content': 'Tưởng trong phim thôi chứ :))'}, {'name': 'Anh Tuan', 'content': 'Lê Đặng Thu Hà cô đăng đko'}, {'name': 'Lê Đặng Thu Hà', 'content': 'Anh Tuan Tui ko biết gì cạ'}, {'name': 'Anh Tuan', 'content': 'Nguyễn Thị Ngọc Hà là cô làm đko:)'}, {'name': 'Nguyễn Thị Ngọc Hà', 'content': 'Anh Tuan đừng để cô khẩu nghiệp'}, {'name': 'Ngọc Diệp', 'content': 'ê có vụ đó luôn hả'}]"
201,No link,Người tham gia ẩn danh,Thành viên,2 tháng 11 lúc 02:31,Đi Sh tối chở đi Highland sướng hơn đi wave tốí ra biển Nguyễn Tất Thành uôngs nước mía,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
202,No link,Người tham gia ẩn danh,Thành viên,1 tháng 11 lúc 23:44,"dạ cho mình hỏi là mình đk blx ở trường mình - đại học ngoại ngữ, nhưng mình đi tập xe ở đại học sư phạm được không ạ ( tại nhà mình gần đây ) . Mong anh chị, các bạn giải đáp giúp mình với ạ",{0: 'https://scontent.fdad3-5.fna.fbcdn.net/v/t39.30808-6/465556021_857454469837960_4383921519717385709_n.jpg?stp=cp6_dst-jpg_p526x296&_nc_cat=109&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeGLQZLuupvsNrqZqE-EVYZhLdJ-qYya50st0n6pjJrnS73IsvJLSLuO-kSAsb8JnEXgCVfwyQ3Ksn5n6j34Zm1Q&_nc_ohc=z82eEjk8l6wQ7kNvgFSzreD&_nc_zt=23&_nc_ht=scontent.fdad3-5.fna&_nc_gid=AtvwUSSeOWf81KbKiCjU2cN&oh=00_AYBbexl07RxllkyC2JiN6UYnF2DDCt_tooSk1Ym_nrl10Q&oe=673FA348'},"{'Thích': '2', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Trần T. Ngọc Hà', 'content': 'Cuối pnx'}, {'name': 'Trần T. Ngọc Hà', 'content': 'đc chứ'}, {'name': 'Đồng Phục & Thể thao MH', 'content': 'Bình thường nhé bạn. Tập thì chỗ nào thuận tiện thì tập thôi. Thi thì phải đúng chỗ.'}]"
203,No link,Người tham gia ẩn danh,Thành viên,1 tháng 11 lúc 17:07,"mình có nợ học phí kì trước, kì này mình vào xem hạn để đóng phí thì nó hiện như vậy, giờ mình bỏ tiền vào ngân hàng tự trừ hay mình phải lên phòng ạ. Mng giúp mình với, mình cảm ơn nhiều ạ!",{0: 'https://scontent.fdad3-1.fna.fbcdn.net/v/t39.30808-6/465589300_582728124106244_6251116354020145004_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeEhqpcTNnztpBvj_cqDSJij7rZOi-ONFQvutk6L440VC3-8lUosJMI03lLi86ffUGTytQX8ifCb-W8qk6dkESe2&_nc_ohc=P1e8FY8_NVsQ7kNvgGABKNj&_nc_zt=23&_nc_ht=scontent.fdad3-1.fna&_nc_gid=AYFIKZfdyoyeggp3rNo_sRm&oh=00_AYBqW6NiozDRVZ3KjbaXolHgAPXcjfCSnz5eRRoE5PgoZQ&oe=673F9384'},"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Người tham gia ẩn danh', 'content': 'up'}]"
204,No link,Người tham gia ẩn danh,Thành viên,1 tháng 11 lúc 16:35,tại sao cô ấy lại nhạt với mình rồi,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '1', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Nguyễn Tiến', 'content': 'Thêm muối vào cho mặn'}, {'name': 'Hoàng Lê Thanh Thủy', 'content': 'tại anh chưa đủ mặn á :)))'}]"
205,No link,Người tham gia ẩn danh,Thành viên,1 tháng 11 lúc 16:35,"ở trọ mà có m a , lỡ kí hợp đồng 1 năm thì sao mn",No picture,"{'Thích': '2', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '5', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Nguyễn Hoàng Giáp', 'content': 'Địa chỉ đâu thế bạn, tôi tới xin con lô'}, {'name': 'Nguyễn Tống Bắc', 'content': 'Bắt nó share đôi tiền chớ ai cho ở free.'}, {'name': 'Nguyễn Lực', 'content': 'Bắt Share tiền phòng đi'}, {'name': 'Đặng Vĩ Thái', 'content': 'Bắt nó share tiền phòng, ko thì đuổi đầu ra khỏi phòng'}]"
206,No link,Người tham gia ẩn danh,Thành viên,1 tháng 11 lúc 16:34,"Hồi cấp 3 mình chỉ quanh đi quẩn lại chơi với mấy đứa bạn trong lớp thôi là được rồi, việc kết thêm bạn ngoài lớp cũng không cần thiết. Nhưng ở đại học, mình bắt buộc phải cosplay người hướng ngoại, không tự ý làm phật lòng ai hết vì chẳng ai biết được mai mốt có chung nhóm BTL với ngta hay không. Chưa hết, hồi đó mình cứ có chuyện gì buồn là sẽ đi tâm sự với giáo viên. Nhưng mà GVCN của mình làm mình cảm thấy xa lạ quá, với thầy cũng bận bịu nhiều, nhiều lúc buồn mà chẳng biết than với ai…",No picture,"{'Thích': '13', 'Yêu thích': '3', 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': '1', 'Phẫn nộ': 0}","[{'name': 'Tú Ngô', 'content': 'Bạn muốn tâm sự thì nhắn với tui'}, {'name': 'Quynhh Anh', 'content': 'mình cũng vậy'}, {'name': 'An Phuc', 'content': 'Vy Dang b nì rảnh ne, kể quá tr quá đất'}, {'name': 'Vy Dang', 'content': 'An Phuc thuyết trình dùm đi t nghe tâm sự cho'}]"
207,No link,Người tham gia ẩn danh,Thành viên,1 tháng 11 lúc 16:34,Mấy anh chị cho em hỏi trường mình chừng nào nghĩ tết vâỵ ạ,No picture,"{'Thích': '2', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
208,No link,Người tham gia ẩn danh,Thành viên,1 tháng 11 lúc 16:11,"Mng oii. Lúc sáng em đi học về có làm rơi tờ 500k . Em đi từ toà nhà B3 lại dãy a5 xong đi ra cổng ktx ạ . Ai nhặt đc cho em xin lại với ạ . Em xin hậu tạa ạ
( nếu mảy may có ai nhặt đc thì chấm cmt rồi em nhắn tin ạ). Soss",No picture,"{'Thích': '3', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Khải Nam', 'content': 'Nhận đi tìm 500k phí 600k'}]"
209,No link,Người tham gia ẩn danh,Thành viên,1 tháng 11 lúc 14:09,"TÌM ĐỒ THẤT LẠC Ở PHÒNG B3-501
Sáng nay em có tiết học tại B3-501 em quên mất cái khăn gấu :< kh bíc ai nhìn thấy không ạ.Cho e hỏi liên hệ với mấy cô lao công dọn dẹp bằng cách nào khônggg ạ
       Cảm ơn mng đã đọc tin ạ","{0: 'https://scontent.fdad3-4.fna.fbcdn.net/v/t39.30808-6/465554955_878789947777104_26938456956792586_n.jpg?stp=cp6_dst-jpg_s600x600&_nc_cat=104&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeFuLqWNSez9O-Gr_I1z8Xw6E7UIVDMU0ygTtQhUMxTTKF4ZrwzhxVsv1xugi3PQlCbEZTAHo6k6Z5NFkftJ7Lk7&_nc_ohc=5I6cW9hZBVgQ7kNvgEc7Aeh&_nc_zt=23&_nc_ht=scontent.fdad3-4.fna&_nc_gid=AtVFzkwqsmrZbeBqx_JU3tZ&oh=00_AYDGmb2W6Kw2MqJ0nyf7WbXcLGh27eAb3b9JaEXK1N9mZw&oe=673F8F64', 1: 'https://scontent.fdad3-1.fna.fbcdn.net/v/t39.30808-6/465571123_878789934443772_539636232212362445_n.jpg?stp=dst-jpg_s600x600&_nc_cat=111&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeHJT6ZLOOLhmzY-RLAptjk9tmxPTmQqLCS2bE9OZCosJNWxmhDfjsyDlq_18T8uCLI_xBbyiMWCLNDfRoVzIsDd&_nc_ohc=d3r-kdQEoa4Q7kNvgGXPaVc&_nc_zt=23&_nc_ht=scontent.fdad3-1.fna&_nc_gid=AtVFzkwqsmrZbeBqx_JU3tZ&oh=00_AYBAcCVW5jeGZG0lRh63Et_LwmEcmwKD6OIy81PDne1zFw&oe=673FAC01'}","{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '2', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Thanh Thủy', 'content': '.'}, {'name': 'Trần Thương', 'content': 'Thanh Thủy của ní hả kk'}, {'name': 'Thanh Thủy', 'content': 'Trần Thương của bạn tui'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả .'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả ..'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả ..'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả ..'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả ..'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả .'}]"
210,No link,Người tham gia ẩn danh,Thành viên,1 tháng 11 lúc 12:06,Bạn trai có đủ 4 tế có trên đời ko,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Đặng Quân', 'content': 'K ạ'}]"
